epoch 0, processed 0 samples, lr  0.0000010000 
Epoch: [0][0/1612]	Data time 9.691(9.691)	Batch time 10.047(10.047)	Loss 3.6166(3.6166)	
Epoch: [0][160/420]	Data time 0.059(0.127)	Batch time 0.351(0.422)	Loss 1.3801(2.2783)	
Epoch: [0][200/420]	Data time 0.061(0.130)	Batch time 0.352(0.424)	Loss 1.2613(2.2513)	
Epoch: [0][240/420]	Data time 0.066(0.133)	Batch time 0.357(0.427)	Loss 4.4261(2.2610)	
Epoch: [0][280/420]	Data time 0.060(0.137)	Batch time 0.353(0.430)	Loss 2.3459(2.1939)	
Epoch: [0][320/420]	Data time 0.046(0.139)	Batch time 0.338(0.432)	Loss 2.1858(2.2155)	
Epoch: [0][360/420]	Data time 0.772(0.142)	Batch time 1.064(0.435)	Loss 2.3189(2.2002)	
Epoch: [0][400/420]	Data time 0.054(0.145)	Batch time 0.346(0.438)	Loss 1.0537(2.1606)	
epoch 1, processed 1612 samples, lr  0.0000010000 
Epoch: [1][0/1612]	Data time 0.018(0.018)	Batch time 0.320(0.320)	Loss 1.1074(1.1074)	
Epoch: [1][40/1612]	Data time 0.015(0.158)	Batch time 0.663(0.738)	Loss 1.9098(1.5968)	
Epoch: [1][80/1612]	Data time 0.017(0.128)	Batch time 0.666(0.723)	Loss 1.6904(1.5958)	
Epoch: [1][120/1612]	Data time 0.016(0.148)	Batch time 0.668(0.740)	Loss 1.5639(1.5581)	
Epoch: [1][160/1612]	Data time 0.015(0.156)	Batch time 0.665(0.749)	Loss 3.5780(1.5531)	
Epoch: [1][200/1612]	Data time 0.016(0.160)	Batch time 0.663(0.754)	Loss 0.9187(1.5119)	
Epoch: [1][240/1612]	Data time 0.017(0.163)	Batch time 0.663(0.757)	Loss 0.5733(1.5431)	
Epoch: [1][280/1612]	Data time 1.069(0.173)	Batch time 1.372(0.766)	Loss 2.3132(1.5618)	
Epoch: [1][320/1612]	Data time 0.017(0.174)	Batch time 0.670(0.769)	Loss 1.1151(1.6526)	
Epoch: [1][360/1612]	Data time 0.015(0.181)	Batch time 0.667(0.775)	Loss 1.1728(1.6163)	
Epoch: [1][400/1612]	Data time 0.016(0.186)	Batch time 0.662(0.780)	Loss 0.9418(1.5743)	
Epoch: [1][440/1612]	Data time 0.015(0.188)	Batch time 0.665(0.783)	Loss 2.8813(1.5700)	
Epoch: [1][480/1612]	Data time 0.015(0.190)	Batch time 0.662(0.786)	Loss 0.8151(1.5450)	
Epoch: [1][520/1612]	Data time 2.634(0.194)	Batch time 2.936(0.790)	Loss 2.9488(1.5434)	
Epoch: [1][560/1612]	Data time 0.018(0.195)	Batch time 0.660(0.793)	Loss 4.7103(1.5133)	
Epoch: [1][600/1612]	Data time 1.888(0.203)	Batch time 2.195(0.800)	Loss 0.2888(1.4909)	
Epoch: [1][640/1612]	Data time 1.518(0.204)	Batch time 1.821(0.802)	Loss 1.1114(1.4896)	
Epoch: [1][680/1612]	Data time 0.016(0.200)	Batch time 0.665(0.800)	Loss 0.7982(1.4613)	
Epoch: [1][720/1612]	Data time 0.016(0.190)	Batch time 0.674(0.792)	Loss 0.3668(1.4453)	
Epoch: [1][760/1612]	Data time 0.019(0.181)	Batch time 0.675(0.786)	Loss 1.4340(1.4234)	
Epoch: [1][800/1612]	Data time 0.022(0.173)	Batch time 0.667(0.781)	Loss 0.7515(1.4067)	
Epoch: [1][840/1612]	Data time 0.038(0.166)	Batch time 0.667(0.776)	Loss 0.7577(1.3860)	
Epoch: [1][880/1612]	Data time 0.015(0.159)	Batch time 0.685(0.771)	Loss 2.2314(1.3787)	
Epoch: [1][920/1612]	Data time 0.016(0.153)	Batch time 0.668(0.767)	Loss 2.4866(1.3604)	
Epoch: [1][960/1612]	Data time 0.015(0.147)	Batch time 0.680(0.763)	Loss 0.7139(1.3485)	
Epoch: [1][1000/1612]	Data time 0.019(0.142)	Batch time 0.669(0.759)	Loss 0.9481(1.3324)	
Epoch: [1][1040/1612]	Data time 0.019(0.137)	Batch time 0.697(0.756)	Loss 1.5484(1.3246)	
Epoch: [1][1080/1612]	Data time 0.020(0.133)	Batch time 0.677(0.753)	Loss 0.4699(1.3134)	
Epoch: [1][1120/1612]	Data time 0.024(0.129)	Batch time 0.686(0.750)	Loss 0.3502(1.3001)	
Epoch: [1][1160/1612]	Data time 0.020(0.125)	Batch time 0.668(0.748)	Loss 4.1656(1.2960)	
Epoch: [1][1200/1612]	Data time 0.020(0.122)	Batch time 0.668(0.745)	Loss 0.2723(1.2869)	
Epoch: [1][1240/1612]	Data time 0.015(0.118)	Batch time 0.670(0.743)	Loss 0.7137(1.2836)	
Epoch: [1][1280/1612]	Data time 0.015(0.115)	Batch time 0.667(0.741)	Loss 0.3636(1.2705)	
Epoch: [1][1320/1612]	Data time 0.024(0.112)	Batch time 0.663(0.739)	Loss 0.6786(1.2588)	
Epoch: [1][1360/1612]	Data time 0.021(0.110)	Batch time 0.669(0.737)	Loss 0.7440(1.2487)	
Epoch: [1][1400/1612]	Data time 0.017(0.107)	Batch time 0.671(0.735)	Loss 1.1335(1.2474)	
Epoch: [1][1440/1612]	Data time 0.021(0.105)	Batch time 0.673(0.733)	Loss 1.4111(1.2368)	
Epoch: [1][1480/1612]	Data time 0.021(0.103)	Batch time 0.691(0.731)	Loss 0.7239(1.2262)	
Epoch: [1][1520/1612]	Data time 0.036(0.100)	Batch time 0.652(0.730)	Loss 0.8987(1.2173)	
Epoch: [1][1560/1612]	Data time 0.023(0.098)	Batch time 0.667(0.728)	Loss 0.5437(1.2052)	
Epoch: [1][1600/1612]	Data time 0.020(0.097)	Batch time 0.666(0.727)	Loss 1.5614(1.1965)	
Epoch: [1][0/420]	Data time 0.020(0.020)	Batch time 0.654(0.654)	Loss 0.7006(0.7006)	
Epoch: [1][40/420]	Data time 0.020(0.022)	Batch time 0.313(0.324)	Loss 2.0079(1.2478)	
Epoch: [1][80/420]	Data time 0.021(0.022)	Batch time 0.315(0.319)	Loss 0.6709(1.1989)	
Epoch: [1][120/420]	Data time 0.020(0.021)	Batch time 0.313(0.318)	Loss 0.7526(1.1859)	
Epoch: [1][160/420]	Data time 0.015(0.021)	Batch time 0.309(0.317)	Loss 0.8409(1.1630)	
Epoch: [1][200/420]	Data time 0.015(0.021)	Batch time 0.309(0.316)	Loss 0.5497(1.1607)	
Epoch: [1][240/420]	Data time 0.020(0.021)	Batch time 0.314(0.316)	Loss 0.4975(1.1757)	
Epoch: [1][280/420]	Data time 0.020(0.021)	Batch time 0.313(0.316)	Loss 0.6231(1.1871)	
Epoch: [1][320/420]	Data time 0.040(0.021)	Batch time 0.333(0.316)	Loss 1.4627(1.2000)	
Epoch: [1][360/420]	Data time 0.020(0.021)	Batch time 0.313(0.316)	Loss 1.2046(1.1890)	
Epoch: [1][400/420]	Data time 0.023(0.021)	Batch time 0.316(0.316)	Loss 0.9679(1.1857)	
epoch 2, processed 3224 samples, lr  0.0000010000 
Epoch: [2][0/1612]	Data time 0.057(0.057)	Batch time 0.359(0.359)	Loss 1.2899(1.2899)	
Epoch: [2][40/1612]	Data time 0.015(0.021)	Batch time 0.672(0.658)	Loss 0.9076(0.8457)	
Epoch: [2][80/1612]	Data time 0.020(0.021)	Batch time 0.664(0.662)	Loss 0.4681(0.7748)	
Epoch: [2][120/1612]	Data time 0.021(0.021)	Batch time 0.667(0.664)	Loss 0.4873(0.7808)	
Epoch: [2][160/1612]	Data time 0.036(0.021)	Batch time 0.667(0.665)	Loss 0.6665(0.7830)	
Epoch: [2][200/1612]	Data time 0.016(0.021)	Batch time 0.665(0.666)	Loss 0.5579(0.7683)	
Epoch: [2][240/1612]	Data time 0.020(0.021)	Batch time 0.670(0.666)	Loss 1.7985(0.7736)	
Epoch: [2][280/1612]	Data time 0.021(0.021)	Batch time 0.668(0.667)	Loss 0.7782(0.7630)	
Epoch: [2][320/1612]	Data time 0.020(0.021)	Batch time 0.666(0.667)	Loss 0.5745(0.7839)	
Epoch: [2][360/1612]	Data time 0.021(0.021)	Batch time 0.668(0.667)	Loss 0.8417(0.7863)	
Epoch: [2][400/1612]	Data time 0.020(0.021)	Batch time 0.669(0.667)	Loss 0.6546(0.7933)	
Epoch: [2][440/1612]	Data time 0.020(0.021)	Batch time 0.663(0.667)	Loss 0.5068(0.8005)	
Epoch: [2][480/1612]	Data time 0.020(0.021)	Batch time 0.679(0.668)	Loss 0.9387(0.8043)	
Epoch: [2][520/1612]	Data time 0.021(0.022)	Batch time 0.668(0.668)	Loss 0.8935(0.8046)	
Epoch: [2][560/1612]	Data time 0.042(0.022)	Batch time 0.666(0.668)	Loss 0.7937(0.8026)	
Epoch: [2][600/1612]	Data time 0.023(0.022)	Batch time 0.667(0.668)	Loss 0.4885(0.8117)	
Epoch: [2][640/1612]	Data time 0.025(0.022)	Batch time 0.694(0.668)	Loss 0.7127(0.8133)	
Epoch: [2][680/1612]	Data time 0.030(0.022)	Batch time 0.666(0.668)	Loss 0.5775(0.8082)	
Epoch: [2][720/1612]	Data time 0.020(0.023)	Batch time 0.666(0.668)	Loss 0.5293(0.8015)	
Epoch: [2][760/1612]	Data time 0.020(0.022)	Batch time 0.666(0.669)	Loss 1.4824(0.7968)	
Epoch: [2][800/1612]	Data time 0.020(0.022)	Batch time 0.665(0.669)	Loss 0.4581(0.7929)	
Epoch: [2][840/1612]	Data time 0.021(0.022)	Batch time 0.667(0.669)	Loss 0.6793(0.7868)	
Epoch: [2][880/1612]	Data time 0.020(0.022)	Batch time 0.668(0.669)	Loss 0.6675(0.7849)	
Epoch: [2][920/1612]	Data time 0.020(0.022)	Batch time 0.666(0.669)	Loss 0.9706(0.7822)	
Epoch: [2][960/1612]	Data time 0.020(0.022)	Batch time 0.663(0.669)	Loss 0.3288(0.7749)	
Epoch: [2][1000/1612]	Data time 0.029(0.022)	Batch time 0.670(0.669)	Loss 0.8909(0.7750)	
Epoch: [2][1040/1612]	Data time 0.015(0.022)	Batch time 0.666(0.669)	Loss 0.5641(0.7728)	
Epoch: [2][1080/1612]	Data time 0.020(0.022)	Batch time 0.667(0.669)	Loss 0.5968(0.7797)	
Epoch: [2][1120/1612]	Data time 0.029(0.022)	Batch time 0.664(0.669)	Loss 1.2895(0.7855)	
Epoch: [2][1160/1612]	Data time 0.024(0.022)	Batch time 0.665(0.669)	Loss 0.1981(0.7836)	
Epoch: [2][1200/1612]	Data time 0.017(0.022)	Batch time 0.679(0.669)	Loss 0.5689(0.7813)	
Epoch: [2][1240/1612]	Data time 0.016(0.022)	Batch time 0.666(0.669)	Loss 0.5025(0.7787)	
Epoch: [2][1280/1612]	Data time 0.033(0.022)	Batch time 0.668(0.669)	Loss 2.2171(0.7770)	
Epoch: [2][1320/1612]	Data time 0.020(0.022)	Batch time 0.670(0.669)	Loss 0.5137(0.7737)	
Epoch: [2][1360/1612]	Data time 0.024(0.022)	Batch time 0.668(0.669)	Loss 1.1940(0.7719)	
Epoch: [2][1400/1612]	Data time 0.023(0.022)	Batch time 0.666(0.669)	Loss 0.5319(0.7686)	
Epoch: [2][1440/1612]	Data time 0.022(0.022)	Batch time 0.664(0.669)	Loss 0.6829(0.7737)	
Epoch: [2][1480/1612]	Data time 0.023(0.022)	Batch time 0.663(0.669)	Loss 0.7109(0.7685)	
Epoch: [2][1520/1612]	Data time 0.022(0.022)	Batch time 0.666(0.669)	Loss 0.6409(0.7657)	
Epoch: [2][1560/1612]	Data time 0.017(0.022)	Batch time 0.669(0.669)	Loss 0.5013(0.7615)	
Epoch: [2][1600/1612]	Data time 0.016(0.022)	Batch time 0.665(0.669)	Loss 0.4334(0.7603)	
Epoch: [2][0/420]	Data time 0.026(0.026)	Batch time 0.653(0.653)	Loss 0.5522(0.5522)	
Epoch: [2][40/420]	Data time 0.020(0.018)	Batch time 0.313(0.328)	Loss 1.0886(0.7140)	
Epoch: [2][80/420]	Data time 0.016(0.019)	Batch time 0.309(0.320)	Loss 0.7182(0.8234)	
Epoch: [2][120/420]	Data time 0.023(0.019)	Batch time 0.318(0.317)	Loss 1.1153(0.8629)	
Epoch: [2][160/420]	Data time 0.016(0.018)	Batch time 0.310(0.316)	Loss 0.5144(0.8728)	
Epoch: [2][200/420]	Data time 0.018(0.018)	Batch time 0.311(0.315)	Loss 1.5525(0.9045)	
Epoch: [2][240/420]	Data time 0.020(0.019)	Batch time 0.314(0.315)	Loss 1.9877(0.9077)	
Epoch: [2][280/420]	Data time 0.021(0.019)	Batch time 0.314(0.314)	Loss 0.9338(0.9203)	
Epoch: [2][320/420]	Data time 0.021(0.019)	Batch time 0.314(0.314)	Loss 0.9871(0.9273)	
Epoch: [2][360/420]	Data time 0.021(0.019)	Batch time 0.314(0.314)	Loss 1.1165(0.9250)	
Epoch: [2][400/420]	Data time 0.023(0.019)	Batch time 0.316(0.314)	Loss 1.0535(0.9289)	
epoch 3, processed 4836 samples, lr  0.0000010000 
Epoch: [3][0/1612]	Data time 0.031(0.031)	Batch time 0.334(0.334)	Loss 0.6374(0.6374)	
Epoch: [3][40/1612]	Data time 0.022(0.024)	Batch time 0.666(0.659)	Loss 0.3649(0.6427)	
Epoch: [3][80/1612]	Data time 0.033(0.023)	Batch time 0.666(0.663)	Loss 0.9024(0.6422)	
Epoch: [3][120/1612]	Data time 0.025(0.023)	Batch time 0.676(0.665)	Loss 0.6824(0.6453)	
Epoch: [3][160/1612]	Data time 0.016(0.022)	Batch time 0.667(0.666)	Loss 0.3703(0.6616)	
Epoch: [3][200/1612]	Data time 0.015(0.021)	Batch time 0.668(0.667)	Loss 0.2520(0.6616)	
Epoch: [3][240/1612]	Data time 0.020(0.021)	Batch time 0.668(0.667)	Loss 0.3841(0.6714)	
Epoch: [3][280/1612]	Data time 0.021(0.021)	Batch time 0.671(0.668)	Loss 0.6514(0.6867)	
Epoch: [3][320/1612]	Data time 0.015(0.020)	Batch time 0.668(0.667)	Loss 0.9369(0.7065)	
Epoch: [3][360/1612]	Data time 0.019(0.020)	Batch time 0.666(0.667)	Loss 0.5835(0.6882)	
Epoch: [3][400/1612]	Data time 0.018(0.020)	Batch time 0.664(0.667)	Loss 0.4393(0.6782)	
Epoch: [3][440/1612]	Data time 0.016(0.020)	Batch time 0.666(0.667)	Loss 0.7285(0.6846)	
Epoch: [3][480/1612]	Data time 0.016(0.020)	Batch time 0.666(0.667)	Loss 1.0071(0.6711)	
Epoch: [3][520/1612]	Data time 0.015(0.020)	Batch time 0.665(0.667)	Loss 0.5353(0.6634)	
Epoch: [3][560/1612]	Data time 0.015(0.020)	Batch time 0.664(0.667)	Loss 0.2891(0.6704)	
Epoch: [3][600/1612]	Data time 0.020(0.020)	Batch time 0.665(0.667)	Loss 0.5182(0.6650)	
Epoch: [3][640/1612]	Data time 0.015(0.019)	Batch time 0.664(0.667)	Loss 0.6484(0.6593)	
Epoch: [3][680/1612]	Data time 0.017(0.019)	Batch time 0.666(0.667)	Loss 0.2692(0.6532)	
Epoch: [3][720/1612]	Data time 0.015(0.019)	Batch time 0.664(0.666)	Loss 0.5496(0.6489)	
Epoch: [3][760/1612]	Data time 0.016(0.019)	Batch time 0.664(0.666)	Loss 0.6707(0.6442)	
Epoch: [3][800/1612]	Data time 0.015(0.019)	Batch time 0.665(0.666)	Loss 0.8356(0.6376)	
Epoch: [3][840/1612]	Data time 0.015(0.019)	Batch time 0.666(0.666)	Loss 1.3171(0.6351)	
Epoch: [3][880/1612]	Data time 0.015(0.019)	Batch time 0.664(0.666)	Loss 0.3457(0.6302)	
Epoch: [3][920/1612]	Data time 0.020(0.019)	Batch time 0.664(0.666)	Loss 0.3821(0.6269)	
Epoch: [3][960/1612]	Data time 0.020(0.019)	Batch time 0.666(0.666)	Loss 0.7999(0.6232)	
Epoch: [3][1000/1612]	Data time 0.020(0.019)	Batch time 0.665(0.666)	Loss 0.4881(0.6227)	
Epoch: [3][1040/1612]	Data time 0.015(0.019)	Batch time 0.665(0.666)	Loss 0.2002(0.6226)	
Epoch: [3][1080/1612]	Data time 0.016(0.019)	Batch time 0.665(0.666)	Loss 0.1686(0.6187)	
Epoch: [3][1120/1612]	Data time 0.015(0.019)	Batch time 0.664(0.666)	Loss 0.3978(0.6164)	
Epoch: [3][1160/1612]	Data time 0.026(0.019)	Batch time 0.669(0.666)	Loss 0.7539(0.6219)	
Epoch: [3][1200/1612]	Data time 0.015(0.019)	Batch time 0.670(0.666)	Loss 0.6630(0.6211)	
Epoch: [3][1240/1612]	Data time 0.019(0.019)	Batch time 0.666(0.666)	Loss 0.6698(0.6186)	
Epoch: [3][1280/1612]	Data time 0.016(0.019)	Batch time 0.665(0.666)	Loss 0.5940(0.6163)	
Epoch: [3][1320/1612]	Data time 0.019(0.019)	Batch time 0.665(0.666)	Loss 0.4304(0.6131)	
Epoch: [3][1360/1612]	Data time 0.015(0.018)	Batch time 0.663(0.666)	Loss 0.4241(0.6079)	
Epoch: [3][1400/1612]	Data time 0.015(0.018)	Batch time 0.662(0.666)	Loss 0.6204(0.6064)	
Epoch: [3][1440/1612]	Data time 0.019(0.018)	Batch time 0.670(0.666)	Loss 0.5254(0.6037)	
Epoch: [3][1480/1612]	Data time 0.021(0.018)	Batch time 0.666(0.666)	Loss 0.4179(0.6005)	
Epoch: [3][1520/1612]	Data time 0.019(0.018)	Batch time 0.669(0.666)	Loss 0.5298(0.5997)	
Epoch: [3][1560/1612]	Data time 0.015(0.018)	Batch time 0.664(0.666)	Loss 0.7119(0.5970)	
Epoch: [3][1600/1612]	Data time 0.023(0.018)	Batch time 0.665(0.666)	Loss 0.5018(0.5968)	
Epoch: [3][0/420]	Data time 0.020(0.020)	Batch time 0.655(0.655)	Loss 1.6672(1.6672)	
Epoch: [3][40/420]	Data time 0.015(0.016)	Batch time 0.307(0.317)	Loss 0.9171(0.7470)	
Epoch: [3][80/420]	Data time 0.015(0.016)	Batch time 0.309(0.313)	Loss 1.3041(0.7736)	
Epoch: [3][120/420]	Data time 0.015(0.015)	Batch time 0.309(0.311)	Loss 0.6219(0.7747)	
Epoch: [3][160/420]	Data time 0.015(0.016)	Batch time 0.308(0.311)	Loss 0.5499(0.7884)	
Epoch: [3][200/420]	Data time 0.022(0.016)	Batch time 0.316(0.310)	Loss 1.2268(0.8068)	
Epoch: [3][240/420]	Data time 0.016(0.016)	Batch time 0.308(0.310)	Loss 0.8036(0.8222)	
Epoch: [3][280/420]	Data time 0.015(0.016)	Batch time 0.309(0.310)	Loss 1.6212(0.8334)	
Epoch: [3][320/420]	Data time 0.020(0.016)	Batch time 0.312(0.310)	Loss 0.5789(0.8264)	
Epoch: [3][360/420]	Data time 0.015(0.016)	Batch time 0.309(0.310)	Loss 0.9479(0.8364)	
Epoch: [3][400/420]	Data time 0.015(0.016)	Batch time 0.306(0.309)	Loss 1.0597(0.8320)	
epoch 4, processed 6448 samples, lr  0.0000010000 
Epoch: [4][0/1612]	Data time 0.021(0.021)	Batch time 0.325(0.325)	Loss 0.5968(0.5968)	
Epoch: [4][40/1612]	Data time 0.020(0.017)	Batch time 0.665(0.656)	Loss 7.6307(0.6704)	
Epoch: [4][80/1612]	Data time 0.020(0.018)	Batch time 0.665(0.660)	Loss 0.1994(0.6054)	
Epoch: [4][120/1612]	Data time 0.017(0.018)	Batch time 0.662(0.662)	Loss 0.5198(0.5691)	
Epoch: [4][160/1612]	Data time 0.022(0.019)	Batch time 0.668(0.663)	Loss 0.6312(0.5599)	
Epoch: [4][200/1612]	Data time 0.015(0.019)	Batch time 0.665(0.663)	Loss 0.8652(0.6103)	
Epoch: [4][240/1612]	Data time 0.015(0.018)	Batch time 0.667(0.663)	Loss 0.4083(0.6005)	
Epoch: [4][280/1612]	Data time 0.016(0.018)	Batch time 0.664(0.664)	Loss 0.9179(0.5963)	
Epoch: [4][320/1612]	Data time 0.015(0.017)	Batch time 0.664(0.664)	Loss 0.4848(0.5905)	
Epoch: [4][360/1612]	Data time 0.016(0.017)	Batch time 0.664(0.664)	Loss 0.4287(0.5794)	
Epoch: [4][400/1612]	Data time 0.016(0.017)	Batch time 0.665(0.664)	Loss 0.6705(0.5708)	
Epoch: [4][440/1612]	Data time 0.015(0.017)	Batch time 0.666(0.664)	Loss 0.2153(0.5679)	
Epoch: [4][480/1612]	Data time 0.015(0.017)	Batch time 0.665(0.664)	Loss 0.3543(0.5630)	
Epoch: [4][520/1612]	Data time 0.017(0.017)	Batch time 0.665(0.664)	Loss 0.3687(0.5604)	
Epoch: [4][560/1612]	Data time 0.020(0.017)	Batch time 0.665(0.664)	Loss 0.5565(0.5596)	
Epoch: [4][600/1612]	Data time 0.015(0.017)	Batch time 0.663(0.664)	Loss 0.5266(0.5572)	
Epoch: [4][640/1612]	Data time 0.021(0.017)	Batch time 0.668(0.664)	Loss 0.4114(0.5519)	
Epoch: [4][680/1612]	Data time 0.015(0.017)	Batch time 0.665(0.664)	Loss 0.2412(0.5471)	
Epoch: [4][720/1612]	Data time 0.015(0.017)	Batch time 0.664(0.664)	Loss 0.7120(0.5456)	
Epoch: [4][760/1612]	Data time 0.016(0.017)	Batch time 0.663(0.664)	Loss 0.4322(0.5405)	
Epoch: [4][800/1612]	Data time 0.015(0.017)	Batch time 0.665(0.664)	Loss 0.5680(0.5377)	
Epoch: [4][840/1612]	Data time 0.015(0.017)	Batch time 0.666(0.664)	Loss 0.5956(0.5393)	
Epoch: [4][880/1612]	Data time 0.015(0.017)	Batch time 0.666(0.664)	Loss 0.3896(0.5457)	
Epoch: [4][920/1612]	Data time 0.015(0.017)	Batch time 0.663(0.664)	Loss 0.4825(0.5429)	
Epoch: [4][960/1612]	Data time 0.018(0.017)	Batch time 0.666(0.664)	Loss 0.8227(0.5412)	
Epoch: [4][1000/1612]	Data time 0.015(0.017)	Batch time 0.664(0.664)	Loss 0.6153(0.5481)	
Epoch: [4][1040/1612]	Data time 0.015(0.017)	Batch time 0.664(0.664)	Loss 0.6401(0.5453)	
Epoch: [4][1080/1612]	Data time 0.020(0.017)	Batch time 0.664(0.664)	Loss 0.2358(0.5414)	
Epoch: [4][1120/1612]	Data time 0.020(0.017)	Batch time 0.667(0.664)	Loss 0.0947(0.5391)	
Epoch: [4][1160/1612]	Data time 0.026(0.017)	Batch time 0.664(0.665)	Loss 0.4050(0.5375)	
Epoch: [4][1200/1612]	Data time 0.016(0.017)	Batch time 0.664(0.665)	Loss 0.8400(0.5344)	
Epoch: [4][1240/1612]	Data time 0.015(0.017)	Batch time 0.665(0.665)	Loss 0.8381(0.5333)	
Epoch: [4][1280/1612]	Data time 0.021(0.017)	Batch time 0.665(0.665)	Loss 0.3151(0.5316)	
